Informe de Errores;;;;
Tipo : Acciones;;;;
Pais : EEUU;;;;
Fecha de creación: 28/1/2022;;;;
;;;;
Nombre;Ref.;URL;Mensaje
    at __puppeteer_evaluation_script__:5:52
HubSpot Inc ;HUBS ;https://es.investing.com/equities/hubspot-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Bridgestone Corp ADR ;BRDCY ;https://es.investing.com/equities/bridgestone-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Banco Bradesco S/A ADR ;BBDO ;https://es.investing.com/equities/banco-bradesco-s-a-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Didi Global Inc ADR ;DIDI ;https://es.investing.com/equities/didi-global-adr ;TypeError: Cannot read property 'date' of undefined
Li Auto Inc ;LI ;https://es.investing.com/equities/li-auto-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
H & M Hennes & Mauritz AB ADR ;HNNMY ;https://es.investing.com/equities/hennes---mauritz-ab ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Resources Land Ltd ADR ;CRBJY ;https://es.investing.com/equities/china-resources-land-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Resources Land Ltd ;CRBJF ;https://es.investing.com/equities/china-resources-land?cid=1177699 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
FUJIFILM Holdings Corp ;FUJIY ;https://es.investing.com/equities/fujifilm-holdings-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fubon Financial Holding Co Ltd ADR ;FUISY ;https://es.investing.com/equities/fubon-financial-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Legrand SA ;LGRVF ;https://es.investing.com/equities/legrand?cid=53022 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Legrand SA ADR ;LGRDY ;https://es.investing.com/equities/legrand-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Apollo Global Management LLC Pref ;APO_pa ;https://es.investing.com/equities/apollo-global-management-llc-pref ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Apollo Global Management LLC Class A ;APO ;https://es.investing.com/equities/apollo-globl-man ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Porsche Automobile Holding SE ;POAHY ;https://es.investing.com/equities/porsche-automobile-holding-se ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
FirstRand Ltd ADR ;FANDY ;https://es.investing.com/equities/firstrand-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Extra Space Storage Inc ;EXR ;https://es.investing.com/equities/extra-space-storage ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ball Corporation ;BLL ;https://es.investing.com/equities/ball-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Astellas Pharma Inc ;ALPMY ;https://es.investing.com/equities/astellas-pharma-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Wolters Kluwer NV ;WTKWY ;https://es.investing.com/equities/wolters-kluwer-nv ;TypeError: Cannot read property 'date' of undefined
PACCAR Inc ;PCAR ;https://es.investing.com/equities/paccar-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Cathay Financial Holding Co Ltd ADR ;CHYYY ;https://es.investing.com/equities/cathay-financial-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Anglo American Platinum Ltd ADR ;ANGPY ;https://es.investing.com/equities/anglo-american-platinum-ltd-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fifth Third Bancorp ADR ;FITBI ;https://es.investing.com/equities/fifth-third-bancorp-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fifth Third Bancorp ;FITB ;https://es.investing.com/equities/fifth-third-bk ;TypeError: Cannot read property 'date' of undefined
Weyerhaeuser Company ;WY ;https://es.investing.com/equities/weyerhaeuser ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Laboratory Corporation of America Holdings ;LH ;https://es.investing.com/equities/laboratory-corp-of-amer ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
DocuSign Inc ;DOCU ;https://es.investing.com/equities/docusign-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
LyondellBasell Industries NV ;LYB ;https://es.investing.com/equities/lyondellbasell-industries ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
NTT Data Corp ADR ;NTDTY ;https://es.investing.com/equities/ntt-data ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Longfor Properties Co Ltd ADR ;LGFRY ;https://es.investing.com/equities/longfor-properties-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Japan Post Holdings Co Ltd ADR ;JPPHY ;https://es.investing.com/equities/japan-post-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Roku Inc ;ROKU ;https://es.investing.com/equities/roku ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Deutsche Boerse AG ADR ;DBOEY ;https://es.investing.com/equities/deutsche-boerse-ag ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
MPLX LP ;MPLX ;https://es.investing.com/equities/mplx-lp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
SwissCom AG ;SCMWY ;https://es.investing.com/equities/swisscom-ag ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Energy Transfer Operating LP Pref Series E ;ET_pe ;https://es.investing.com/equities/energy-transfer-operating-lp-pr-e ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Vestas Wind Systems AS ;VWDRY ;https://es.investing.com/equities/vestas-wind-systems-as ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Vestas Wind Systems A/S ;VWSYF ;https://es.investing.com/equities/vestas-wind?cid=52994 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Willis Towers Watson PLC ;WLTW ;https://es.investing.com/equities/willis-group-holdings-plc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Naturgy Energy Group SA ADR ;GASNY ;https://es.investing.com/equities/gas-natural-sdg-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Citic Ltd ADR ;CTPCY ;https://es.investing.com/equities/citic-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Tesco PLC ;TSCDY ;https://es.investing.com/equities/tesco-plc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Tesco PLC ;TSCDF ;https://es.investing.com/equities/tesco?cid=52809 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Federal National Mortgage Association Pref O ;FNMFN ;https://es.investing.com/equities/fed-natl-ntg-pfd-o ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Singapore Telecommunications PK ;SGAPY ;https://es.investing.com/equities/singapore-telecommunications-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
VF Corporation ;VFC ;https://es.investing.com/equities/vf-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hong Kong and China Gas Co Ltd ;HOKCF ;https://es.investing.com/equities/hk---china-gas?cid=52697 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hong Kong and China Gas Co Ltd ADR ;HOKCY ;https://es.investing.com/equities/hong-kong---china-gas-co-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Telkom Indonesia (Persero) Tbk PT ADR Rep 100 B ;TLK ;https://es.investing.com/equities/pt-telekomunikasi-indo.-(persero) ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Li Ning Co Ltd ADR ;LNNGY ;https://es.investing.com/equities/li-ning-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Telekomunikasi Indonesia Tbk Perusahaan Perseroan (Persero) PT ;TLKMF ;https://es.investing.com/equities/telkom-indones?cid=52224 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Geberit AG ADR ;GBERY ;https://es.investing.com/equities/geberit-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Geely Automobile Holdings Ltd ADR ;GELYY ;https://es.investing.com/equities/geely-automobile-holdings-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Geely Automobile Holdings Ltd ;GELYF ;https://es.investing.com/equities/geely-auto?cid=52376 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Valero Energy Corporation ;VLO ;https://es.investing.com/equities/valero-energy ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
BeiGene Ltd ;BGNE ;https://es.investing.com/equities/beigene ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Swiss Re Ltd ;SSREY ;https://es.investing.com/equities/swiss-re-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Olympus Corp ;OCPNY ;https://es.investing.com/equities/olympus-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Societe Generale ADR ;SCGLY ;https://es.investing.com/equities/societe-generale-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Mitsubishi Electric Corp ADR ;MIELY ;https://es.investing.com/equities/mitsubishi-electric-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hershey Co ;HSY ;https://es.investing.com/equities/hershey-co ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
United Microelectronics ;UMC ;https://es.investing.com/equities/united-microelectronics-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Axis Bank Ltd ADR ;AXBKY ;https://es.investing.com/equities/axis-bank-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Amadeus IT Holding SA PK ;AMADY ;https://es.investing.com/equities/amadeus-it-holding-sa-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Compagnie Generale des Etablissements Michelin SCA ADR ;MGDDY ;https://es.investing.com/equities/michelin-cie-des-estb ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Etsy Inc ;ETSY ;https://es.investing.com/equities/etsy-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Central Japan Railway Co ;CJPRY ;https://es.investing.com/equities/central-japan-railway-co ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Macquarie Group Ltd ADR ;MQBKY ;https://es.investing.com/equities/macquarie-group-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Orange SA ADR ;ORAN ;https://es.investing.com/equities/france-telecom-sa ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Federal Natl Pfd N ;FNMAK ;https://es.investing.com/equities/federal-natl-pfd-n ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Lennar Corp B ;LENb ;https://es.investing.com/equities/lennar-corp-b ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Martin Marietta Materials Inc ;MLM ;https://es.investing.com/equities/martin-marietta-materials-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Devon Energy Corporation ;DVN ;https://es.investing.com/equities/devon-energy ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fortum Oyj ;FOJCF ;https://es.investing.com/equities/fortum?cid=21304 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Vulcan Materials Company ;VMC ;https://es.investing.com/equities/vulcan-matrls ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kubota Corp ADR ;KUBTY ;https://es.investing.com/equities/kubota-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Seagen Inc ;SGEN ;https://es.investing.com/equities/seattle-genetics, ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Grab Holdings Ltd ;GRAB ;https://es.investing.com/equities/grab-holdings ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Liberty Broadband Srs C ;LBRDK ;https://es.investing.com/equities/liberty-broadband-srs-c ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sampo OYJ ;SAXPY ;https://es.investing.com/equities/sampo-oyj ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fortive Corp ;FTV ;https://es.investing.com/equities/fortive-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Albemarle Corp ;ALB ;https://es.investing.com/equities/albemarle ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sysmex Corp ;SSMXY ;https://es.investing.com/equities/sysmex-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Gartner Inc ;IT ;https://es.investing.com/equities/gartner ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Las Vegas Sands Corp ;LVS ;https://es.investing.com/equities/las-vegas-sands ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Minsh ;CMAKY ;https://es.investing.com/equities/china-minsh ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
RWE AG PK ;RWEOY ;https://es.investing.com/equities/rwe-ag-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kansas City Southern Pref ;KSU_p ;https://es.investing.com/equities/kansas-city-southern-pref ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kansas City Southern ;KSU ;https://es.investing.com/equities/kansas-city-southern-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
VeriSign Inc ;VRSN ;https://es.investing.com/equities/verisign-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Liberty Broadband Srs A ;LBRDA ;https://es.investing.com/equities/liberty-broadband-srs-a ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ecopetrol SA ADR ;EC ;https://es.investing.com/equities/ecopetrol-sa-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Restaurant Brands International Inc ;QSR ;https://es.investing.com/equities/restaurant-brands-intrnational ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Resources Beer Holdings Co Ltd ;CRHKF ;https://es.investing.com/equities/china-resources?cid=38051 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Resources Beer Holdings Co Ltd ADR ;CRHKY ;https://es.investing.com/equities/china-resources-beer-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Southern Co ;SOJB ;https://es.investing.com/equities/southern-co-elks-b ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Tractor Supply Company ;TSCO ;https://es.investing.com/equities/tractor-supply-company ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Occidental Petroleum Corporation ;OXY ;https://es.investing.com/equities/occidental-petro ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Regions Financial Corp Pc ADR ;RF_pc ;https://es.investing.com/equities/regions-financial-corp-pc-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Regions Financial Corp Pb ADR ;RF_pb ;https://es.investing.com/equities/regions-financial-corp-pb-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fomento Economico Mexicano ;FMX ;https://es.investing.com/equities/fomento-economico-mexicano ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Mid-America Apartment Communities Pref I ;MAA_pi ;https://es.investing.com/equities/mid-america-apartment-comm.-bats ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Mid-America Apartment Communities Inc ;MAA ;https://es.investing.com/equities/mid-america-apartment-communities ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Canon Inc ADR ;CAJ ;https://es.investing.com/equities/canon ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
WEG SA ADR ;WEGZY ;https://es.investing.com/equities/weg-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
ON Semiconductor Corporation ;ON ;https://es.investing.com/equities/on-semiconductor ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
WW Grainger Inc ;GWW ;https://es.investing.com/equities/w-w-grainger-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Overseas Land Investment ;CAOVY ;https://es.investing.com/equities/china-overseas-land-investment ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Energy Transfer Equity LP ;ET ;https://es.investing.com/equities/energy-transfer ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Federal National Mortgage Association AM Pref ;FNMAM ;https://es.investing.com/equities/federal-national-mortgage-am-pref ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Synchrony Financial ;SYF ;https://es.investing.com/equities/synchrony-fin ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
ONEOK Inc ;OKE ;https://es.investing.com/equities/oneok ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Shimano Inc ADR ;SMNNY ;https://es.investing.com/equities/shimano-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Heineken Holding NV ADR ;HKHHY ;https://es.investing.com/equities/heineken-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Garmin Ltd ;GRMN ;https://es.investing.com/equities/garmin-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Edison International ;EIX ;https://es.investing.com/equities/edison-intl ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Federal National Mortgage Association Pref I ;FNMAG ;https://es.investing.com/equities/fannie-mae-5.375-i ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Teradyne Inc ;TER ;https://es.investing.com/equities/teradyne-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
AmerisourceBergen ;ABC ;https://es.investing.com/equities/amerisourcebergn ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Scottish Mortgage Investment Trust PLC ;STMZF ;https://es.investing.com/equities/scottish-mortgage-inv-trust?cid=21641 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Enphase Energy Inc ;ENPH ;https://es.investing.com/equities/enphase-energy-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Deutsche Bank AG ;DB ;https://es.investing.com/equities/deutsche-bank?cid=22318 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Federal National Mortgage Association AN Pref ;FNMAN ;https://es.investing.com/equities/federal-national-mortgage-an-pref ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Airports of Thailand PCL ADR ;AIPUY ;https://es.investing.com/equities/airports-thailand-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Cheniere Energy Inc ;LNG ;https://es.investing.com/equities/cheniere-energy-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
National Bank of Canada ;NTIOF ;https://es.investing.com/equities/national-bank-of-canada?cid=53002 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Nomura Research Institute Ltd ADR ;NRILY ;https://es.investing.com/equities/nomura-research-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Siemens AG TMP ;SMAWF ;https://es.investing.com/equities/siemens?cid=53050 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Siemens AG ADR ;SIEGY ;https://es.investing.com/equities/siemens-ag-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
CDW Corp ;CDW ;https://es.investing.com/equities/cdw-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Invitation Homes Inc ;INVH ;https://es.investing.com/equities/invitation-homes-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Franco-Nevada Corporation ;FNV ;https://es.investing.com/equities/franco-nevada-corp?cid=20962 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Toyota Industries Corp ;TYIDF ;https://es.investing.com/equities/toyota-industries-corp?cid=53010 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Brookfield Infrastructure Partners LP ;BIP ;https://es.investing.com/equities/brookfield-infrastructure-partners?cid=958116 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Toyota Industries Corporation ;TYIDY ;https://es.investing.com/equities/toyota-industries-corporation ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Unicharm Corp ;UNICY ;https://es.investing.com/equities/unicharm-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sirius XM Holding Inc ;SIRI ;https://es.investing.com/equities/sirius-satellite-radio-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
McCormick & Company Incorporated ;MKC ;https://es.investing.com/equities/mccormick---co ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
McCormick & Comp Inc ;MKCv ;https://es.investing.com/equities/mccormick-comp-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Panasonic Corp ;PCRFF ;https://es.investing.com/equities/panasonic-corp.?cid=51071 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Panasonic Corp PK ;PCRFY ;https://es.investing.com/equities/panasonic-corp-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Zimmer Biomet Holdings Inc ;ZBH ;https://es.investing.com/equities/zimmer-hldgs ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kao Corp ADR ;KAOOY ;https://es.investing.com/equities/kao-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
